user,item,rating
8,458,1.6
12,195,1.43
14,940,1.82
18,895,1.78
27,126,1.97
43,973,1.79
56,956,2.34
66,547,2.11
69,1016,2.03
71,503,2.09
72,968,1.99
76,53,2.14
80,198,2.22
88,1001,1.69
89,723,2.68
98,1023,2.63
99,782,2.27
105,13,1.65
110,1035,2.32
117,1067,2.56
121,125,2.01
123,777,2.42
124,830,1.95
126,5,1.79
133,263,2.37
11,195,1.41
19,767,1.74
23,18,2.34
25,340,1.19
29,903,1.81
31,117,1.74
36,915,2.11
41,71,1.79
44,349,2.4
47,53,1.86
48,923,2.02
75,22,2.42
77,58,1.36
86,994,1.39
92,70,1.8
101,1025,2.38
102,23,2.38
103,762,2.99
106,1047,2.44
112,693,1.96
116,527,2.04
118,481,1.63
122,381,2.14
125,22,1.84
131,195,1.64
137,343,2.12
5,8,2.83
10,886,2.02
16,76,2.01
20,844,1.4
26,58,3.13
28,18,2.54
30,456,2.16
35,912,2.11
38,422,1.89
39,428,1.83
40,262,2.51
49,924,1.49
50,569,1.45
53,928,1.87
59,175,1.8
61,946,3.04
67,602,1.84
70,643,2.19
74,453,2.17
79,547,2.57
94,18,1.89
109,795,1.87
128,1052,3.02
134,85,2.58
135,1059,1.99
1,769,1.86
1,934,2.04
2,726,2.02
3,46,1.93
7,22,2.05
42,236,1.86
45,172,2.11
57,195,1.38
60,195,1.19
64,172,2.64
73,6,2.12
81,22,1.5
82,267,1.92
84,987,1.88
85,697,2.13
93,47,2.69
95,1010,2.46
97,202,1.56
100,172,1.95
107,56,1.48
111,491,1.66
113,19,1.68
115,66,2.83
129,210,2.28
136,1062,1.8
138,1069,1.8
4,42,1.98
9,447,2.05
13,129,2.18
13,693,1.87
21,18,2.57
22,308,2.42
24,529,2.75
32,906,1.83
33,909,1.73
34,168,2.04
37,24,2.06
37,1072,1.73
46,985,2.42
51,195,0.84
52,513,2.46
55,89,2.16
62,948,0.94
63,808,2.06
68,958,2.3
78,133,2.27
83,109,2.28
87,706,1.7
90,1050,2.19
91,6,2.92
108,329,1.75
119,1,1.56
120,757,2.26
