user,item,rating
10,887,1.8
20,53,1.75
27,18,2.2
30,364,2.61
35,912,2.11
44,349,2.4
47,53,1.86
49,499,2.32
60,23,2.12
61,946,3.04
73,55,2.26
83,47,2.1
88,998,2.49
89,723,2.68
99,58,2.39
108,56,1.89
110,319,2.42
111,693,1.93
116,6,1.71
117,390,2.79
118,543,2.1
123,777,2.42
128,1053,1.83
134,85,2.58
137,343,2.12
138,878,1.8
1,725,2.52
1,726,1.92
3,18,2.16
14,941,2.27
16,902,2.71
21,284,1.39
29,346,2.05
33,909,1.73
37,915,2.14
37,731,1.9
38,414,2.17
50,569,1.45
53,931,2.27
62,948,0.94
64,18,2.87
66,547,2.11
69,6,1.94
72,967,2.64
76,53,2.14
80,981,1.79
91,1004,2.34
92,456,2.14
95,1011,1.84
107,759,2.02
109,795,1.87
112,180,2.23
121,125,2.01
136,1063,2.0
7,24,1.89
8,81,2.06
11,66,2.96
13,18,1.8
13,96,1.8
32,905,1.14
34,22,2.02
36,278,2.11
46,983,2.54
56,955,2.74
77,6,1.4
79,433,1.43
82,195,1.15
86,24,2.39
87,713,1.1
93,24,3.04
98,1021,2.54
102,175,2.41
105,13,1.65
106,1045,2.39
113,1041,1.91
122,381,2.14
125,447,2.37
126,48,1.64
129,214,2.81
131,195,1.64
4,70,1.42
5,86,2.42
9,447,2.05
12,195,1.43
18,892,1.6
23,280,1.69
25,340,1.19
40,76,2.27
43,141,1.59
45,125,2.74
52,207,2.45
55,89,2.16
59,117,2.1
63,175,1.82
68,960,2.14
70,970,2.38
71,963,2.09
78,672,2.17
81,217,1.83
84,989,1.39
90,1024,2.52
94,22,2.2
100,172,1.95
103,1028,2.45
120,292,2.19
2,356,1.74
19,290,2.8
22,120,1.57
24,209,1.8
26,58,3.13
28,523,1.61
31,235,1.56
39,917,1.69
41,71,1.79
42,195,1.08
48,291,1.81
51,195,0.84
57,529,2.32
67,603,2.52
74,971,2.21
75,172,2.22
85,990,1.67
97,58,1.92
101,953,2.02
115,123,2.49
119,873,2.04
124,828,1.67
133,843,1.59
135,1060,2.76
