item,score,user,rank,Algorithm
86,3.1709999999999994,11,1,symp
485,3.046153846153846,11,2,symp
18,3.0093749999999995,11,3,symp
23,2.9667424242424243,11,4,symp
55,2.9268476621417796,11,5,symp
475,2.8406666666666665,11,6,symp
125,2.7935143288084463,11,7,symp
24,2.7911538461538457,11,8,symp
83,2.769,11,9,symp
81,2.734185863462665,11,10,symp
291,2.694,11,11,symp
566,2.6468476621417794,11,12,symp
329,2.635,11,13,symp
401,2.6224999999999996,11,14,symp
305,2.5928205128205124,11,15,symp
455,2.5757894736842104,11,16,symp
529,2.545582708842979,11,17,symp
66,2.5141168397367157,11,18,symp
235,2.511153846153846,11,19,symp
22,2.5090109890109886,11,20,symp
119,2.49484766214178,11,21,symp
175,2.4825,11,22,symp
33,2.4811650452258083,11,23,symp
262,2.478153846153846,11,24,symp
281,2.4733333333333327,11,25,symp
400,2.470833333333333,11,26,symp
528,2.468665045225808,11,27,symp
219,2.4686538461538463,11,28,symp
656,2.443665045225808,11,29,symp
110,2.434702041305028,11,30,symp
280,2.4200000000000004,11,31,symp
216,2.4186650452258083,11,32,symp
53,2.4175377700229532,11,33,symp
599,2.416165045225808,11,34,symp
450,2.416153846153846,11,35,symp
139,2.4148156433961105,11,36,symp
129,2.414702041305028,11,37,symp
59,2.4108156433961105,11,38,symp
122,2.4022493755096455,11,39,symp
35,2.401165045225808,11,40,symp
26,2.4004983329364133,11,41,symp
762,2.393665045225808,11,42,symp
56,2.3890000000000002,11,43,symp
249,2.383665045225808,11,44,symp
724,2.3828156433961105,11,45,symp
50,2.3810443455867296,11,46,symp
123,2.3804163270193137,11,47,symp
268,2.3804163270193137,11,48,symp
37,2.3786650452258082,11,49,symp
552,2.3786650452258082,11,50,symp
760,2.3786650452258082,11,51,symp
76,2.373514328808446,11,52,symp
725,2.3688156433961107,11,53,symp
613,2.368665045225808,11,54,symp
447,2.3646389290322043,11,55,symp
446,2.363665045225808,11,56,symp
296,2.348987755590742,11,57,symp
360,2.348665045225808,11,58,symp
405,2.346165045225808,11,59,symp
408,2.346165045225808,11,60,symp
675,2.346165045225808,11,61,symp
600,2.341165045225808,11,62,symp
38,2.338665045225808,11,63,symp
465,2.338665045225808,11,64,symp
653,2.3368156433961107,11,65,symp
473,2.3361650452258083,11,66,symp
740,2.3361650452258083,11,67,symp
381,2.334815643396111,11,68,symp
138,2.331165045225808,11,69,symp
551,2.328665045225808,11,70,symp
556,2.328665045225808,11,71,symp
19,2.328333333333333,11,72,symp
554,2.326165045225808,11,73,symp
382,2.3248156433961107,11,74,symp
611,2.321165045225808,11,75,symp
722,2.3188156433961105,11,76,symp
445,2.318665045225808,11,77,symp
474,2.318665045225808,11,78,symp
635,2.318665045225808,11,79,symp
347,2.3168476621417793,11,80,symp
13,2.316111111111111,11,81,symp
739,2.315833333333333,11,82,symp
245,2.313665045225808,11,83,symp
47,2.3125,11,84,symp
40,2.3111650452258083,11,85,symp
290,2.308863089095287,11,86,symp
247,2.308665045225808,11,87,symp
651,2.308665045225808,11,88,symp
773,2.308665045225808,11,89,symp
140,2.306815643396111,11,90,symp
638,2.3068156433961104,11,91,symp
320,2.306165045225808,11,92,symp
607,2.306165045225808,11,93,symp
153,2.303665045225808,11,94,symp
609,2.303665045225808,11,95,symp
136,2.303665045225808,11,96,symp
825,2.303665045225808,11,97,symp
28,2.3029323308270673,11,98,symp
756,2.302815643396111,11,99,symp
207,2.301844898447885,11,100,symp
2,3.6991228070175435,14,1,symp
485,3.66,14,2,symp
455,3.653642306553783,14,3,symp
23,3.64490909090909,14,4,symp
214,3.5982894736842104,14,5,symp
28,3.4929323308270677,14,6,symp
66,3.4892857142857148,14,7,symp
80,3.4407894736842097,14,8,symp
26,3.41328947368421,14,9,symp
383,3.4107894736842104,14,10,symp
756,3.3600000000000003,14,11,symp
125,3.3216666666666663,14,12,symp
9,3.3124561403508768,14,13,symp
42,3.2927777777777774,14,14,symp
385,3.2907894736842103,14,15,symp
755,3.26,14,16,symp
290,3.253169659173164,14,17,symp
460,3.2507894736842102,14,18,symp
503,3.2199999999999998,14,19,symp
757,3.21,14,20,symp
540,3.1924561403508767,14,21,symp
763,3.1857894736842107,14,22,symp
349,3.1257894736842102,14,23,symp
126,3.1049999999999995,14,24,symp
704,3.0906666666666665,14,25,symp
524,3.0657894736842097,14,26,symp
10,3.0307894736842105,14,27,symp
456,3.026447263864484,14,28,symp
227,3.01578947368421,14,29,symp
6,2.9967342988208223,14,30,symp
444,2.98828947368421,14,31,symp
29,2.94328947368421,14,32,symp
51,2.922242878895183,14,33,symp
82,2.918333333333333,14,34,symp
8,2.8657894736842104,14,35,symp
457,2.857642319630182,14,36,symp
5,2.8419432632057084,14,37,symp
769,2.8157894736842106,14,38,symp
22,2.8014391321272267,14,39,symp
43,2.7057894736842103,14,40,symp
55,2.6799999999999997,14,41,symp
46,2.557824257157659,14,42,symp
529,2.3520337120069703,14,43,symp
33,2.2876160483897996,14,44,symp
528,2.2751160483897994,14,45,symp
656,2.2501160483897995,14,46,symp
110,2.2411530444690193,14,47,symp
216,2.2251160483897996,14,48,symp
599,2.222616048389799,14,49,symp
24,2.2223349083475754,14,50,symp
139,2.221266646560102,14,51,symp
129,2.2211530444690193,14,52,symp
59,2.217266646560102,14,53,symp
122,2.2087003786736368,14,54,symp
35,2.2076160483897995,14,55,symp
762,2.2001160483897992,14,56,symp
249,2.1901160483897995,14,57,symp
724,2.189266646560102,14,58,symp
123,2.186867330183305,14,59,symp
268,2.186867330183305,14,60,symp
37,2.1851160483897996,14,61,symp
552,2.1851160483897996,14,62,symp
760,2.1851160483897996,14,63,symp
158,2.1754387587547335,14,64,symp
725,2.175266646560102,14,65,symp
613,2.1751160483897993,14,66,symp
447,2.1710899321961956,14,67,symp
446,2.1701160483897994,14,68,symp
86,2.169242543815556,14,69,symp
47,2.162867951658944,14,70,symp
296,2.1554387587547335,14,71,symp
360,2.1551160483897993,14,72,symp
405,2.1526160483897994,14,73,symp
408,2.1526160483897994,14,74,symp
675,2.1526160483897994,14,75,symp
600,2.1476160483897995,14,76,symp
38,2.1451160483897995,14,77,symp
465,2.1451160483897995,14,78,symp
653,2.143266646560102,14,79,symp
473,2.1426160483897996,14,80,symp
740,2.1426160483897996,14,81,symp
381,2.1412666465601022,14,82,symp
138,2.1376160483897992,14,83,symp
67,2.136,14,84,symp
551,2.1351160483897993,14,85,symp
556,2.1351160483897993,14,86,symp
554,2.1326160483897993,14,87,symp
382,2.131266646560102,14,88,symp
611,2.1276160483897995,14,89,symp
722,2.125266646560102,14,90,symp
445,2.1251160483897995,14,91,symp
474,2.1251160483897995,14,92,symp
635,2.1251160483897995,14,93,symp
245,2.120116048389799,14,94,symp
40,2.1176160483897997,14,95,symp
247,2.1151160483897993,14,96,symp
651,2.1151160483897993,14,97,symp
773,2.1151160483897993,14,98,symp
140,2.113266646560102,14,99,symp
638,2.1132666465601018,14,100,symp
529,3.4082962962962973,30,1,symp
55,3.1333078345669336,30,2,symp
453,2.9834885164494103,30,3,symp
125,2.9481342495440703,30,4,symp
42,2.9360740740740736,30,5,symp
23,2.9028983382209184,30,6,symp
110,2.8289999999999997,30,7,symp
566,2.818296296296296,30,8,symp
123,2.733999999999999,30,9,symp
401,2.6825,30,10,symp
596,2.6601551831160775,30,11,symp
119,2.655726641027647,30,12,symp
66,2.6171428571428574,30,13,symp
2,2.6069175706318997,30,14,symp
58,2.589941173459378,30,15,symp
67,2.581172491047939,30,16,symp
295,2.5701551831160767,30,17,symp
175,2.5425,30,18,symp
400,2.5308333333333333,30,19,symp
813,2.527333333333333,30,20,symp
9,2.4992495636998258,30,21,symp
705,2.496821849782744,30,22,symp
347,2.488296296296296,30,23,symp
50,2.4658333333333338,30,24,symp
763,2.4458333333333337,30,25,symp
47,2.4429633138699276,30,26,symp
18,2.434375,30,27,symp
209,2.4116296296296302,30,28,symp
126,2.3899999999999997,30,29,symp
33,2.3826152210884355,30,30,symp
739,2.3758333333333335,30,31,symp
528,2.3701152210884353,30,32,symp
90,2.3678234220800616,30,33,symp
656,2.3451152210884354,30,34,symp
452,2.331821849782744,30,35,symp
329,2.3260700118594855,30,36,symp
51,2.3247222222222224,30,37,symp
216,2.3201152210884355,30,38,symp
80,2.3178571428571426,30,39,symp
599,2.317615221088435,30,40,symp
139,2.3162658192587378,30,41,symp
129,2.316152217167655,30,42,symp
56,2.314761583445794,30,43,symp
59,2.3122658192587378,30,44,symp
28,2.309735100599577,30,45,symp
122,2.3036995513722727,30,46,symp
35,2.3026152210884354,30,47,symp
424,2.3019134926813303,30,48,symp
503,2.296666666666667,30,49,symp
762,2.295115221088435,30,50,symp
249,2.2851152210884353,30,51,symp
724,2.2842658192587377,30,52,symp
485,2.282265819258738,30,53,symp
268,2.281866502881941,30,54,symp
37,2.2801152210884355,30,55,symp
552,2.2801152210884355,30,56,symp
760,2.2801152210884355,30,57,symp
158,2.2704379314533694,30,58,symp
725,2.270265819258738,30,59,symp
613,2.270115221088435,30,60,symp
455,2.266265819258738,30,61,symp
214,2.266152217167655,30,62,symp
447,2.2660891048948315,30,63,symp
446,2.2651152210884353,30,64,symp
86,2.2642417165141917,30,65,symp
393,2.2558333333333334,30,66,symp
360,2.250115221088435,30,67,symp
405,2.2476152210884353,30,68,symp
408,2.2476152210884353,30,69,symp
675,2.2476152210884353,30,70,symp
600,2.2426152210884354,30,71,symp
38,2.2401152210884354,30,72,symp
465,2.2401152210884354,30,73,symp
653,2.238265819258738,30,74,symp
473,2.2376152210884355,30,75,symp
740,2.2376152210884355,30,76,symp
381,2.236265819258738,30,77,symp
138,2.232615221088435,30,78,symp
551,2.230115221088435,30,79,symp
556,2.230115221088435,30,80,symp
24,2.228277412049915,30,81,symp
554,2.2276152210884352,30,82,symp
382,2.226265819258738,30,83,symp
611,2.2226152210884353,30,84,symp
722,2.2202658192587377,30,85,symp
445,2.2201152210884354,30,86,symp
474,2.2201152210884354,30,87,symp
635,2.2201152210884354,30,88,symp
245,2.215115221088435,30,89,symp
40,2.2126152210884356,30,90,symp
247,2.210115221088435,30,91,symp
651,2.210115221088435,30,92,symp
773,2.210115221088435,30,93,symp
140,2.208265819258738,30,94,symp
638,2.2082658192587377,30,95,symp
320,2.207615221088435,30,96,symp
607,2.207615221088435,30,97,symp
153,2.2051152210884353,30,98,symp
609,2.2051152210884353,30,99,symp
136,2.2051152210884353,30,100,symp
529,3.402222222222223,49,1,symp
66,3.3071428571428574,49,2,symp
55,3.0922222222222224,49,3,symp
2,3.039516222847517,49,4,symp
80,2.986804018718437,49,5,symp
23,2.9761254649643107,49,6,symp
455,2.96578947368421,49,7,symp
528,2.8641590429275157,49,8,symp
656,2.8391590429275158,49,9,symp
110,2.8301960390067356,49,10,symp
216,2.814159042927516,49,11,symp
599,2.8116590429275155,49,12,symp
24,2.8113779028852917,49,13,symp
129,2.8101960390067355,49,14,symp
59,2.806309641097818,49,15,symp
214,2.79828947368421,49,16,symp
122,2.797743373211353,49,17,symp
762,2.7891590429275155,49,18,symp
42,2.788827703495191,49,19,symp
