user,item,rating
11,888,2.13
14,941,2.27
18,893,2.37
19,175,2.44
21,898,1.75
25,339,1.88
27,195,1.62
34,51,2.24
45,47,2.97
46,985,2.42
50,925,2.58
61,942,2.53
63,71,1.99
67,601,2.03
68,960,2.14
70,638,2.39
73,58,1.9
75,172,2.22
79,433,1.43
88,1001,1.69
101,1025,2.38
105,452,1.96
109,332,1.76
113,1042,1.91
115,66,2.83
116,6,1.71
1,127,1.86
1,47,2.29
2,356,1.74
9,827,1.8
22,308,2.42
28,921,2.06
51,9,2.87
53,931,2.27
59,18,3.04
62,951,1.51
71,965,2.13
74,226,2.39
77,75,1.52
80,979,2.7
81,71,1.81
84,986,1.8
87,996,1.84
89,725,2.69
94,1008,1.94
102,23,2.38
107,67,2.2
110,459,2.25
118,543,2.1
121,444,1.81
125,444,2.01
137,835,2.05
138,1071,1.8
4,28,2.15
5,86,2.42
7,22,2.05
13,99,1.8
13,24,1.8
16,902,2.71
20,1054,2.0
29,904,2.13
30,364,2.61
37,133,1.92
37,265,2.09
44,642,1.61
49,497,2.54
64,276,1.72
76,290,2.15
78,672,2.17
82,265,1.3
98,1023,2.63
99,782,2.27
100,647,2.07
111,447,2.45
112,180,2.23
117,49,2.06
120,292,2.19
131,810,1.82
133,842,2.12
136,1061,2.07
10,884,1.63
23,67,1.97
32,906,1.83
35,913,2.89
38,415,2.06
40,76,2.27
47,53,1.86
48,350,2.8
56,957,2.13
57,739,2.55
60,71,1.93
69,1014,1.86
72,968,1.99
83,109,2.28
86,704,2.0
92,274,1.57
93,47,2.69
97,202,1.56
106,1043,2.07
119,801,1.91
123,172,1.76
129,400,1.71
134,1056,1.81
135,58,2.28
3,46,1.93
8,102,2.35
12,18,2.53
24,18,2.14
26,9,2.8
31,22,1.87
33,383,1.84
36,731,2.12
39,16,2.01
41,23,2.41
42,487,1.72
43,973,1.79
52,207,2.45
55,89,2.16
66,226,2.3
85,992,2.22
90,1050,2.19
91,1004,2.34
95,1013,1.79
103,22,2.59
108,13,1.59
122,770,1.98
124,828,1.67
126,290,2.24
128,540,1.87
