user,item,rating
2,18,1.76
5,86,2.42
9,883,1.68
10,887,1.8
14,941,2.27
20,86,2.5
25,338,1.96
30,22,2.36
31,453,2.01
33,383,1.84
34,51,2.24
40,919,2.46
42,46,2.54
56,954,2.37
69,1017,1.79
73,6,2.12
75,172,2.22
78,132,2.09
82,175,1.36
90,1048,2.1
94,172,1.76
108,67,2.15
110,141,1.14
113,1040,1.99
120,757,2.26
137,343,2.12
11,24,2.75
18,26,2.41
23,53,2.27
24,901,2.15
29,346,2.05
35,913,2.89
36,915,2.11
38,413,2.02
41,195,1.64
43,978,2.08
50,169,1.73
68,959,2.27
80,981,1.79
81,217,1.83
95,1010,2.46
99,58,2.39
103,762,2.99
105,453,1.89
107,67,2.2
112,129,2.51
118,543,2.1
121,763,1.66
125,1037,2.33
129,400,1.71
135,1060,2.76
136,1065,1.48
3,46,1.93
4,172,2.17
8,102,2.35
13,129,2.18
13,491,1.56
27,126,1.97
28,195,1.55
45,22,2.81
47,47,2.11
49,495,2.29
51,231,2.31
57,739,2.55
62,947,1.91
67,601,2.03
71,963,2.09
79,977,2.21
83,47,2.1
88,998,2.49
89,723,2.68
92,456,2.14
97,746,1.8
100,8,1.57
106,1045,2.39
116,6,1.71
126,456,2.3
134,1057,2.58
12,216,3.05
19,175,2.44
32,907,2.46
37,24,2.06
37,133,1.92
39,13,1.97
44,349,2.4
52,207,2.45
59,175,1.8
64,475,1.92
72,968,1.99
74,972,2.11
85,697,2.13
86,24,2.39
91,1004,2.34
93,523,1.92
98,1023,2.63
101,1027,2.22
109,82,1.57
115,122,2.66
124,831,2.31
128,1053,1.83
131,810,1.82
133,235,2.65
138,878,1.8
1,769,1.86
1,726,1.92
7,890,1.36
16,76,2.01
21,283,1.42
22,120,1.57
26,58,3.13
46,388,2.89
48,350,2.8
53,932,2.34
55,330,2.15
60,23,2.12
61,944,2.43
63,175,1.82
66,586,1.77
70,643,2.19
76,456,1.32
77,26,2.02
84,987,1.88
87,997,1.44
102,175,2.41
111,180,1.9
117,49,2.06
119,1,1.56
122,771,2.44
123,172,1.76
