user,item,rating
4,172,2.17
9,211,1.88
12,216,3.05
13,1015,1.8
13,491,1.56
31,453,2.01
33,383,1.84
35,911,1.91
37,915,2.14
37,278,1.96
39,917,1.69
43,978,2.08
53,931,2.27
66,226,2.3
69,1016,2.03
82,195,1.15
86,293,2.83
92,1007,2.31
99,782,2.27
109,82,1.57
110,1034,2.18
111,447,2.45
115,123,2.49
117,1066,2.38
129,400,1.71
135,1059,1.99
136,1065,1.48
137,1068,1.78
7,24,1.89
10,884,1.63
14,941,2.27
21,897,1.84
24,901,2.15
26,58,3.13
27,126,1.97
34,168,2.04
44,349,2.4
49,924,1.49
50,926,2.29
57,28,2.52
60,953,1.87
62,948,0.94
63,175,1.82
74,226,2.39
85,992,2.22
89,725,2.69
98,1020,2.77
106,1043,2.07
120,290,2.54
124,832,1.7
126,8,2.2
133,843,1.59
134,85,2.58
138,1071,1.8
2,726,2.02
3,28,1.97
8,83,2.36
16,902,2.71
18,895,1.78
22,310,1.91
28,921,2.06
30,456,2.16
38,412,1.83
40,919,2.46
42,236,1.86
46,984,3.11
56,957,2.13
59,24,2.41
71,963,2.09
75,172,2.22
81,563,1.71
84,989,1.39
88,1000,1.53
93,47,2.69
95,1012,2.36
103,22,2.59
112,180,2.23
121,763,1.66
5,86,2.42
19,290,2.8
20,453,1.39
23,18,2.34
25,340,1.19
29,904,2.13
41,19,2.23
45,47,2.97
47,22,1.5
70,643,2.19
76,290,2.15
77,26,2.02
78,668,1.49
80,198,2.22
87,706,1.7
94,24,1.84
100,172,1.95
102,175,2.41
105,13,1.65
108,56,1.89
118,543,2.1
122,770,1.98
125,405,2.74
128,540,1.87
131,550,1.56
1,934,2.04
1,126,2.44
11,66,2.96
32,907,2.46
36,195,1.82
48,447,2.5
51,195,0.84
52,513,2.46
55,89,2.16
61,945,2.39
64,475,1.92
67,601,2.03
68,612,2.28
72,968,1.99
73,267,2.11
79,974,2.72
83,402,1.36
90,1050,2.19
91,1003,2.57
97,168,1.79
101,1027,2.22
107,67,2.2
113,1042,1.91
116,6,1.71
119,874,1.91
123,172,1.76
